day_of_week,hum,weathersit,holiday,season,temp,hr,cnt
2,0.32,1,0,2,0.68,20,225
6,0.44,2,0,1,0.24,18,125
4,0.29,1,0,2,0.52,15,324
5,0.59,1,0,2,0.52,3,18
3,0.54,2,0,2,0.72,13,151
0,0.88,2,0,3,0.6,5,17
3,0.83,2,0,2,0.62,5,13
3,0.75,1,0,1,0.2,5,18
4,0.88,3,0,4,0.6,2,10
1,0.37,1,0,1,0.7,17,676
0,0.79,1,0,3,0.7,23,55
1,0.4,2,0,1,0.36,13,173
0,0.88,3,0,2,0.56,17,229
3,0.87,2,0,1,0.38,9,228
1,0.64,2,0,1,0.16,0,8
5,0.85,1,0,3,0.66,23,123
5,0.41,1,0,3,0.62,19,478
4,0.78,1,0,3,0.66,7,270
1,0.74,1,0,3,0.72,21,229
2,0.82,1,0,1,0.44,6,121
6,0.8,2,0,1,0.16,15,176
6,0.71,2,0,4,0.42,12,392
2,0.39,1,0,1,0.32,14,120
4,0.56,1,0,4,0.3,5,27
0,0.78,2,0,3,0.62,18,815
0,0.83,1,0,3,0.62,0,32
0,0.66,1,0,3,0.74,8,420
1,0.72,2,0,4,0.5,19,514
2,0.94,1,0,2,0.52,23,59
5,0.83,1,0,3,0.62,7,44
0,0.82,2,0,4,0.46,20,205
5,0.51,2,0,2,0.74,19,326
2,0.56,2,0,4,0.28,2,74
6,0.6,1,0,1,0.24,0,6
2,0.92,2,0,1,0.24,7,90
0,0.79,1,0,3,0.68,0,40
5,0.83,1,0,2,0.58,6,19
4,0.94,3,0,4,0.62,16,56
0,0.54,1,0,4,0.44,15,257
6,0.53,1,0,1,0.32,1,24
0,0.61,2,0,1,0.28,7,88
1,0.47,1,0,1,0.2,21,82
3,0.63,1,0,4,0.5,21,155
5,0.61,1,0,4,0.28,9,149
6,0.49,3,0,3,0.8,18,181
2,0.94,3,0,4,0.56,17,181
3,0.87,3,0,4,0.36,14,64
1,0.69,1,0,1,0.2,5,15
3,0.67,2,0,4,0.42,12,167
5,0.74,3,0,2,0.66,15,541
6,0.74,1,0,3,0.66,9,227
2,0.57,1,0,1,0.32,7,110
3,0.54,1,0,3,0.7,20,478
6,0.89,1,0,3,0.64,20,211
2,0.93,3,0,1,0.22,4,2
4,0.74,1,0,2,0.66,22,212
0,1.0,3,0,4,0.44,12,173
0,0.56,1,0,4,0.58,17,468
0,0.63,2,1,4,0.42,12,341
3,0.42,1,0,3,0.7,10,127
3,0.78,1,0,2,0.56,15,188
6,0.6,1,0,4,0.24,10,129
4,0.54,1,0,1,0.1,1,5
2,0.93,3,0,2,0.34,8,79
4,0.62,1,0,1,0.44,1,18
2,0.89,3,0,3,0.64,18,237
6,0.59,1,0,2,0.48,23,82
5,0.41,1,0,2,0.62,13,679
6,0.81,3,0,1,0.26,5,4
2,0.83,1,0,3,0.66,2,16
3,0.62,2,0,1,0.44,19,142
2,0.74,2,0,3,0.66,19,580
1,0.82,3,0,2,0.5,10,40
4,0.69,1,0,3,0.66,19,287
1,0.55,1,0,3,0.8,18,585
3,0.57,2,0,1,0.32,11,79
2,0.94,3,0,4,0.46,8,232
0,0.77,1,0,4,0.44,5,36
2,0.6,1,0,2,0.56,9,303
6,0.83,2,0,3,0.66,21,167
1,0.61,1,0,3,0.62,23,80
2,0.7,2,0,1,0.24,9,253
2,0.45,1,0,1,0.28,19,91
4,0.66,1,0,3,0.72,20,391
6,0.78,1,0,2,0.6,7,62
4,0.48,1,0,3,0.74,20,389
3,0.52,2,0,1,0.3,23,84
6,0.93,3,0,4,0.36,16,253
3,0.89,3,0,4,0.64,5,39
1,0.93,2,0,1,0.32,7,232
6,0.52,1,0,2,0.78,15,535
4,0.48,2,0,1,0.26,0,27
3,0.83,1,0,3,0.52,4,6
0,0.44,1,0,4,0.64,15,195
4,0.4,2,0,4,0.38,12,213
0,0.88,3,0,2,0.56,2,5
1,0.56,1,0,2,0.6,20,297
1,0.77,1,0,4,0.48,11,207
4,0.6,1,0,1,0.22,4,3
4,0.62,1,0,4,0.4,8,402
3,0.3,1,0,2,0.56,18,337
6,0.66,1,0,3,0.78,14,361
1,0.16,1,0,2,0.44,17,614
4,0.79,1,0,2,0.68,11,283
2,0.87,2,0,1,0.4,19,102
3,0.34,1,0,1,0.36,16,197
0,0.78,3,0,2,0.56,12,168
2,0.58,1,0,3,0.76,22,288
2,0.81,3,0,1,0.26,16,75
4,0.53,1,0,4,0.32,1,20
0,0.78,1,0,2,0.62,23,60
1,0.45,1,0,1,0.3,3,2
3,0.65,2,0,4,0.26,0,34
0,0.45,2,0,3,0.74,9,305
1,0.24,1,0,1,0.28,12,71
2,0.65,1,0,3,0.64,7,554
1,0.56,2,0,1,0.26,13,93
0,0.56,2,0,1,0.56,22,133
0,0.5,1,0,2,0.4,7,349
2,0.87,1,0,4,0.3,6,98
5,0.72,1,0,4,0.48,0,89
2,0.74,1,0,4,0.66,22,241
5,0.51,1,0,1,0.46,14,300
4,0.42,2,0,4,0.34,12,173
1,0.88,3,0,3,0.54,21,121
5,0.67,2,0,3,0.52,12,372
5,0.4,1,0,4,0.4,16,469
1,0.49,1,0,3,0.8,14,178
3,0.82,3,0,1,0.4,11,105
2,0.94,3,0,4,0.5,3,3
3,0.94,3,0,3,0.62,8,195
2,0.34,1,0,3,0.84,14,178
6,0.29,1,0,1,0.36,16,299
0,0.83,2,0,2,0.56,23,64
2,0.41,1,0,1,0.24,11,69
1,0.67,1,0,4,0.46,9,187
1,1.0,3,0,4,0.38,2,6
4,0.94,1,0,2,0.54,6,135
5,0.41,2,0,4,0.26,7,25
2,0.78,1,0,3,0.62,1,8
5,0.55,1,0,4,0.52,21,292
3,0.94,1,0,4,0.46,1,11
5,0.75,2,0,4,0.26,8,119
3,0.61,2,0,2,0.7,15,159
1,0.83,1,0,2,0.56,3,6
2,0.45,1,0,1,0.06,10,64
3,0.94,2,0,4,0.4,8,436
3,0.78,2,0,2,0.62,12,107
5,0.53,1,0,4,0.34,1,146
0,0.62,1,0,3,0.72,20,305
4,0.54,1,0,2,0.42,18,560
6,0.61,1,0,3,0.66,21,186
4,0.45,1,0,4,0.5,16,302
6,0.28,1,0,1,0.28,11,255
4,0.46,1,0,4,0.38,14,187
2,0.49,1,0,1,0.34,22,107
4,0.54,1,0,1,0.1,6,17
0,0.56,1,0,3,0.86,16,239
1,0.7,2,0,1,0.3,4,3
4,0.5,2,0,4,0.66,16,502
1,0.7,1,0,4,0.32,0,29
4,0.38,1,0,2,0.44,10,236
2,0.44,1,0,1,0.22,16,68
0,0.87,3,0,1,0.22,17,152
4,0.48,1,0,3,0.74,0,114
4,0.54,2,0,3,0.7,0,95
0,0.32,1,0,3,0.84,18,730
4,0.65,2,0,3,0.68,10,246
2,0.87,3,0,2,0.28,16,36
5,0.29,1,0,2,0.8,19,360
0,0.26,2,1,1,0.42,7,19
0,0.74,1,0,2,0.66,8,651
0,0.53,1,0,3,0.84,11,182
4,0.87,2,0,1,0.36,23,23
1,0.94,2,0,2,0.6,0,35
1,0.83,3,0,3,0.58,22,151
5,0.57,1,0,3,0.62,22,239
1,0.45,2,0,2,0.74,15,234
1,0.4,1,0,3,0.78,18,818
6,0.56,1,0,3,0.82,0,147
2,0.78,1,0,3,0.64,6,172
6,0.84,2,0,3,0.7,8,133
2,1.0,2,0,4,0.46,1,13
5,0.83,1,0,2,0.62,1,95
6,0.45,1,0,4,0.54,13,686
0,0.75,1,0,4,0.48,22,79
5,0.38,1,0,4,0.28,16,170
4,0.76,2,0,2,0.36,0,25
4,0.66,1,0,3,0.74,15,188
0,0.7,1,1,2,0.74,22,157
5,1.0,3,0,1,0.2,9,20
3,0.4,1,0,4,0.4,16,201
0,0.43,1,1,1,0.36,12,100
0,0.3,1,0,2,0.56,16,391
6,0.89,2,0,3,0.68,3,57
4,0.5,1,0,2,0.42,6,135
6,0.62,1,0,1,0.4,12,201
4,0.83,1,0,3,0.66,8,719
6,0.81,1,0,4,0.28,6,15
4,0.58,1,0,1,0.42,0,29
2,0.77,2,0,1,0.46,0,17
3,0.57,1,0,2,0.62,8,693
1,0.7,1,0,3,0.76,16,458
6,0.49,1,0,2,0.58,11,340
3,0.94,2,0,4,0.54,1,12
1,0.54,1,0,2,0.7,18,743
1,0.31,1,0,1,0.34,19,150
6,0.56,2,0,1,0.24,9,93
6,0.62,1,0,4,0.4,7,56
2,0.78,1,0,2,0.56,20,374
3,0.52,1,0,4,0.26,10,110
3,0.83,1,0,2,0.6,1,28
2,0.87,2,0,2,0.34,6,44
1,0.64,1,0,4,0.56,4,7
5,0.49,2,0,4,0.32,6,21
4,0.77,1,0,2,0.42,8,450
0,0.73,2,0,2,0.6,12,134
2,0.93,2,0,1,0.24,9,109
5,0.49,1,0,4,0.3,0,62
6,0.72,1,0,2,0.52,5,12
3,0.5,1,0,1,0.14,7,87
0,0.56,2,0,1,0.54,21,205
3,0.75,2,0,1,0.28,3,6
3,0.52,1,0,3,0.82,11,142
6,0.62,1,0,4,0.44,6,16
2,0.65,2,0,1,0.26,11,102
2,0.59,1,0,1,0.16,9,81
4,0.88,2,0,2,0.5,6,116
3,0.59,1,0,3,0.78,9,210
1,0.46,2,0,4,0.62,12,378
4,0.62,1,0,2,0.44,22,215
0,0.55,2,0,3,0.76,13,255
2,0.76,2,0,1,0.34,17,194
3,0.43,1,0,2,0.6,15,262
6,0.88,2,0,1,0.46,0,17
1,0.69,2,0,1,0.16,1,3
5,0.88,1,0,2,0.58,0,94
3,0.73,1,0,3,0.64,7,532
4,0.83,2,0,4,0.54,20,311
0,0.46,1,0,2,0.56,19,286
5,0.87,2,0,2,0.34,10,133
0,0.55,2,0,3,0.78,12,285
4,0.61,1,0,1,0.32,20,50
4,0.87,1,0,1,0.36,3,7
2,0.72,2,0,4,0.5,11,116
1,0.52,1,0,2,0.82,14,238
3,0.51,1,0,2,0.5,10,89
0,0.64,1,0,1,0.6,12,282
1,0.69,2,0,4,0.6,9,235
4,0.45,1,0,4,0.5,21,178
1,0.61,1,0,1,0.28,1,14
2,0.43,1,0,3,0.82,16,300
6,0.43,1,0,4,0.4,13,493
1,0.3,2,0,3,0.86,18,627
1,0.75,2,0,4,0.3,17,527
4,0.31,1,0,1,0.34,22,107
0,0.63,1,0,4,0.46,0,64
4,0.83,3,0,3,0.62,21,122
4,0.57,1,0,4,0.36,12,204
0,0.56,1,0,4,0.3,20,165
0,0.75,1,0,1,0.2,8,211
2,0.54,2,0,1,0.42,20,121
4,0.47,1,0,4,0.4,11,251
6,0.56,1,0,4,0.54,10,428
4,0.44,2,0,1,0.2,0,13
1,0.74,1,0,2,0.66,19,355
1,0.42,1,0,1,0.3,1,8
1,0.3,1,0,1,0.4,20,204
0,0.66,1,0,3,0.72,21,290
2,0.79,1,0,3,0.72,1,23
6,0.76,2,0,4,0.36,20,87
5,0.49,1,0,3,0.8,14,538
4,0.86,2,0,1,0.16,7,60
5,0.42,1,0,1,0.34,0,86
6,0.67,1,0,4,0.42,8,143
4,0.83,1,0,3,0.62,22,229
6,0.87,2,0,2,0.38,3,16
2,0.57,1,0,3,0.62,20,470
4,0.37,2,0,1,0.2,21,104
5,0.33,1,0,4,0.48,14,597
0,0.82,2,0,4,0.48,17,616
1,0.58,1,0,4,0.42,18,460
2,0.93,2,0,1,0.3,4,1
5,0.42,2,0,1,0.3,5,3
5,0.93,3,0,1,0.36,1,44
4,0.36,1,0,3,0.96,14,233
5,0.88,2,0,4,0.56,7,46
1,0.72,1,0,4,0.44,23,94
1,0.83,1,0,4,0.52,0,22
4,0.88,3,0,2,0.6,22,23
5,0.89,2,0,3,0.66,6,34
0,0.53,1,1,2,0.64,0,41
5,0.51,1,0,3,0.74,16,680
5,0.37,1,0,4,0.54,14,627
3,0.42,1,0,4,0.3,20,169
1,0.35,1,0,1,0.44,22,129
0,0.46,1,0,1,0.1,11,46
5,0.62,2,0,4,0.4,15,484
1,0.71,2,0,4,0.34,3,2
6,0.66,1,0,4,0.34,10,329
5,0.88,1,0,4,0.62,19,308
6,0.42,1,0,1,0.14,20,57
5,0.62,2,0,1,0.38,0,44
1,0.79,1,0,3,0.68,1,17
4,0.53,1,0,2,0.32,5,23
3,0.69,1,0,3,0.64,1,20
5,0.63,1,0,4,0.5,0,130
6,0.94,1,0,2,0.5,3,24
3,1.0,3,0,3,0.62,19,52
4,0.26,1,0,3,0.8,11,214
0,0.94,1,0,3,0.54,4,4
4,0.69,1,0,3,0.62,20,369
2,0.52,1,0,3,0.76,16,277
3,0.62,1,0,3,0.74,22,182
4,0.34,1,0,2,0.66,16,568
3,0.5,1,0,3,0.86,15,146
2,0.33,1,0,3,0.78,10,114
1,0.87,3,0,4,0.28,13,77
6,0.54,1,0,4,0.44,1,109
2,0.5,1,0,1,0.36,10,147
4,0.45,1,0,3,0.74,22,263
4,0.65,2,0,1,0.24,20,97
2,0.47,1,0,3,0.68,23,129
2,0.74,3,0,3,0.66,17,536
6,0.54,1,0,4,0.4,9,135
5,0.83,2,0,3,0.6,21,181
4,0.48,2,0,1,0.26,10,124
0,0.5,2,0,1,0.14,9,94
4,0.88,3,0,2,0.62,6,141
5,0.43,1,0,3,0.82,18,481
3,0.83,2,0,2,0.52,16,318
1,0.88,1,0,3,0.56,4,8
0,0.59,1,0,1,0.14,22,24
4,0.87,2,0,1,0.4,4,3
1,0.73,2,0,2,0.54,3,4
6,0.61,2,0,2,0.62,22,131
2,0.43,1,0,1,0.58,17,539
1,0.46,1,0,2,0.78,13,190
5,0.48,2,0,4,0.28,13,236
0,0.6,1,0,3,0.54,1,18
2,0.63,1,0,3,0.8,13,234
4,0.66,1,0,4,0.4,0,68
5,0.83,3,0,3,0.66,13,43
1,0.61,1,0,2,0.7,18,733
3,0.78,1,0,3,0.64,21,187
0,0.66,1,0,4,0.4,20,172
0,0.57,1,0,1,0.64,15,286
2,1.0,2,0,3,0.54,4,7
6,0.73,1,0,2,0.64,21,165
3,0.43,1,0,1,0.18,11,64
4,0.55,1,0,3,0.78,16,467
3,0.54,1,0,3,0.7,9,351
1,0.79,2,0,3,0.68,11,151
6,0.57,2,0,2,0.62,23,74
4,0.69,1,0,2,0.64,4,7
4,0.48,1,0,2,0.76,16,440
2,0.93,2,0,1,0.36,14,56
1,0.58,1,0,3,0.76,8,417
4,0.7,1,0,1,0.28,0,30
0,0.43,1,0,2,0.6,12,195
5,0.46,1,0,3,0.8,12,366
5,0.62,1,0,3,0.72,22,214
0,0.51,1,1,2,0.68,22,214
6,0.41,1,0,4,0.64,13,619
5,0.83,2,0,3,0.66,0,121
1,0.46,1,0,4,0.56,16,289
2,0.72,2,0,2,0.44,8,684
4,0.71,1,0,4,0.34,22,58
5,0.46,1,0,3,0.8,15,562
2,0.65,1,0,4,0.24,7,415
4,0.93,3,0,2,0.24,5,12
1,0.76,1,0,4,0.4,7,314
3,0.6,1,0,1,0.24,5,6
1,0.77,1,0,4,0.42,4,7
5,0.83,1,0,3,0.56,5,17
0,0.6,1,0,1,0.26,23,52
5,0.8,1,0,1,0.22,1,40
3,0.57,2,0,4,0.34,15,249
4,0.55,1,0,3,0.74,19,372
2,0.7,1,0,3,0.76,10,110
1,0.53,1,0,3,0.64,20,260
2,0.81,2,0,4,0.28,8,551
6,0.87,3,0,2,0.38,14,53
0,0.94,1,1,2,0.64,2,45
1,0.56,2,0,4,0.3,22,153
3,0.46,2,0,2,0.82,15,141
3,0.78,2,0,3,0.64,6,103
2,0.33,1,0,2,0.44,16,307
5,0.6,1,0,2,0.54,6,28
6,0.29,1,0,1,0.36,15,353
1,0.81,2,0,4,0.36,3,6
1,0.73,3,0,4,0.6,14,171
6,0.38,1,0,1,0.46,13,221
5,0.93,2,0,2,0.3,7,21
0,0.72,1,0,3,0.52,1,21
4,0.71,2,0,2,0.36,10,73
3,0.5,2,0,1,0.12,5,6
1,0.23,1,0,2,0.34,19,190
3,0.69,2,0,4,0.66,18,899
5,0.87,2,0,2,0.36,2,24
1,0.72,2,0,2,0.5,20,168
2,0.24,1,0,3,0.82,16,392
0,0.7,1,0,3,0.72,0,29
4,0.65,2,0,3,0.7,20,363
5,0.35,1,0,4,0.6,13,394
6,1.0,3,0,1,0.34,17,25
5,0.45,1,0,4,0.28,15,228
3,0.87,2,0,4,0.26,0,21
1,0.82,2,0,1,0.22,17,125
2,0.49,2,0,2,0.34,10,153
2,0.88,2,0,2,0.5,9,293
4,0.49,1,0,1,0.32,18,157
4,0.39,2,0,1,0.32,14,146
6,0.66,1,0,3,0.78,22,98
5,0.82,1,0,2,0.4,5,5
4,0.54,1,0,1,0.38,15,203
2,0.76,2,0,1,0.34,18,188
1,0.87,2,0,1,0.32,23,18
5,0.47,2,0,2,0.66,21,185
2,0.82,1,0,1,0.2,8,499
2,0.43,1,0,2,0.36,4,1
2,0.37,1,0,3,0.76,16,493
3,0.38,1,0,2,0.42,22,137
6,0.55,1,0,4,0.48,8,175
3,0.73,1,0,3,0.64,1,21
0,0.62,2,1,4,0.42,13,405
1,0.83,1,0,3,0.66,6,124
4,0.62,1,0,1,0.44,20,167
3,0.52,1,0,4,0.52,15,162
0,0.76,1,0,4,0.4,19,315
0,0.68,1,0,3,0.58,9,299
5,0.58,1,0,4,0.38,18,272
0,0.64,1,0,1,0.18,5,8
4,0.49,2,0,4,0.3,23,75
0,0.66,2,0,4,0.36,7,386
1,0.41,1,0,3,0.86,15,166
1,0.62,1,0,3,0.74,20,296
0,0.69,1,0,2,0.64,14,181
3,0.67,1,0,1,0.44,3,6
0,0.7,3,0,3,0.72,7,407
6,0.43,1,0,1,0.14,10,49
3,0.93,3,0,1,0.36,1,3
3,0.51,1,0,3,0.72,11,192
0,0.79,1,0,4,0.68,11,159
1,0.3,1,0,3,0.7,20,505
1,0.53,2,0,3,0.84,13,273
1,0.7,2,0,1,0.3,9,157
2,0.25,1,0,1,0.72,16,356
4,0.77,3,0,1,0.48,2,11
6,0.47,1,0,1,0.42,10,122
4,0.65,1,0,4,0.3,4,10
1,0.19,1,0,1,0.34,15,85
1,0.82,2,0,2,0.42,4,1
2,0.53,1,0,2,0.86,12,169
4,0.52,3,0,2,0.54,19,292
6,0.49,3,0,2,0.58,17,351
3,0.55,1,0,3,0.8,15,165
0,0.63,1,0,1,0.14,21,59
5,0.61,1,0,2,0.32,23,53
3,0.39,1,0,2,0.66,5,31
6,0.28,1,0,1,0.26,3,21
5,0.44,2,0,4,0.26,10,142
5,0.52,1,0,3,0.82,20,292
2,0.5,1,0,4,0.38,19,336
2,0.33,1,0,1,0.64,19,472
5,0.43,1,0,1,0.4,12,376
4,0.42,1,0,3,0.72,20,269
1,0.77,2,0,4,0.52,22,137
0,0.52,1,1,1,0.28,21,49
4,0.78,1,0,3,0.62,8,456
1,0.83,1,0,3,0.66,3,6
2,0.83,3,0,2,0.58,1,8
6,0.63,1,0,4,0.5,18,284
5,0.49,1,0,3,0.56,8,212
1,0.93,2,0,1,0.22,21,41
5,0.52,1,0,4,0.3,2,31
6,0.78,1,0,3,0.62,5,17
6,0.82,2,0,2,0.46,1,73
0,0.68,1,0,3,0.52,4,5
4,0.48,2,0,3,0.52,17,566
3,0.55,2,0,2,0.48,3,6
2,0.93,2,0,1,0.3,7,111
1,0.32,1,0,1,0.2,18,152
2,0.33,1,0,1,0.3,15,130
4,0.94,3,0,3,0.62,4,3
1,0.88,2,0,4,0.5,3,2
6,0.88,2,0,1,0.44,3,18
2,0.87,3,0,1,0.3,19,35
2,0.75,1,0,4,0.28,9,317
3,0.59,2,0,4,0.52,18,377
5,0.61,1,0,4,0.3,7,70
1,0.66,1,0,3,0.74,22,269
0,0.15,1,0,1,0.6,14,90
3,0.76,1,0,2,0.38,23,54
0,0.56,1,0,2,0.56,7,328
3,0.33,1,0,2,0.92,16,200
0,0.43,1,0,1,0.4,17,430
2,0.84,2,0,3,0.7,6,173
2,0.73,1,0,3,0.56,4,5
5,0.93,2,0,4,0.36,5,6
5,0.88,3,0,3,0.58,5,17
4,1.0,3,0,1,0.34,1,8
4,0.83,1,0,3,0.62,21,107
1,0.51,2,0,1,0.2,10,54
1,0.55,1,0,3,0.8,18,496
1,0.88,3,0,2,0.56,5,17
2,0.66,1,0,3,0.74,20,513
3,0.78,1,0,4,0.66,15,155
0,0.46,1,0,1,0.36,20,70
5,0.44,1,0,1,0.44,13,445
6,0.74,3,0,3,0.72,15,326
3,1.0,2,0,3,0.6,7,311
0,0.73,1,1,4,0.6,20,225
2,0.57,1,0,2,0.68,21,304
3,0.79,1,0,3,0.68,1,42
3,0.77,2,0,2,0.42,3,4
4,0.28,1,0,1,0.28,18,174
6,0.41,1,0,4,0.62,14,612
2,0.49,2,0,2,0.32,8,263
0,0.89,2,1,2,0.66,8,94
6,0.66,1,0,4,0.36,23,59
2,0.74,2,0,3,0.68,9,350
2,0.53,2,0,2,0.64,15,259
2,0.27,1,0,3,0.8,18,891
0,0.51,1,0,3,0.74,22,188
1,0.58,1,0,3,0.7,10,111
6,0.49,1,0,4,0.58,17,405
6,0.52,1,0,1,0.24,9,74
3,0.47,2,0,1,0.22,0,28
0,0.78,2,0,2,0.58,22,129
3,0.83,1,0,3,0.52,3,11
0,0.81,3,1,1,0.24,20,29
4,0.61,1,0,4,0.3,8,374
2,0.87,2,0,1,0.34,15,79
3,0.75,1,0,1,0.2,6,76
5,0.59,2,0,3,0.82,19,217
2,0.94,2,0,3,0.54,3,6
3,0.93,1,0,1,0.34,7,186
5,0.73,1,0,2,0.6,17,383
4,0.83,2,0,3,0.62,9,220
5,0.64,1,0,2,0.54,8,210
3,0.63,1,0,4,0.52,23,114
2,0.7,1,0,4,0.7,17,591
5,0.89,3,0,3,0.64,21,104
1,0.68,2,0,2,0.52,4,5
6,0.7,1,0,4,0.32,9,204
2,0.93,3,0,2,0.34,9,40
1,0.79,2,0,3,0.7,9,395
6,0.87,3,0,4,0.4,8,69
6,0.46,1,0,1,0.34,12,174
6,0.62,1,0,3,0.78,5,6
6,0.35,1,0,1,0.26,13,118
6,0.62,1,0,4,0.4,2,56
1,0.67,1,0,4,0.46,22,170
5,0.39,1,0,1,0.3,11,210
1,0.47,1,0,2,0.46,10,181
6,0.71,2,0,4,0.42,8,65
0,0.63,2,0,1,0.14,22,35
0,0.41,1,0,3,0.82,17,858
3,0.89,1,0,4,0.64,8,738
1,0.59,1,0,1,0.14,7,170
1,0.89,3,0,4,0.64,9,193
6,0.93,2,0,1,0.16,23,37
5,0.37,1,0,4,0.54,16,605
2,0.77,2,0,2,0.42,23,70
2,0.58,1,0,4,0.44,23,136
2,0.88,1,0,4,0.6,4,4
2,0.87,1,0,4,0.28,4,10
6,0.4,1,0,3,0.74,13,442
6,0.56,1,0,1,0.26,1,23
4,0.61,1,0,3,0.64,23,167
6,0.52,1,0,4,0.56,11,494
4,0.41,1,0,4,0.28,19,190
1,0.83,1,0,2,0.68,18,653
5,0.44,1,0,1,0.26,6,13
6,0.56,1,0,3,0.82,14,375
5,0.81,1,0,1,0.36,11,56
3,0.56,1,0,1,0.26,19,152
0,1.0,3,0,1,0.42,14,25
5,1.0,3,0,2,0.44,22,83
3,0.64,1,0,1,0.16,2,2
4,0.41,1,0,1,0.42,20,177
5,0.29,1,0,3,0.9,17,302
4,1.0,2,0,1,0.26,9,283
4,0.71,2,0,1,0.4,0,42
1,0.87,2,0,1,0.28,1,4
1,0.72,2,0,4,0.5,19,286
1,0.52,1,0,3,0.78,23,79
2,0.93,2,0,1,0.24,9,123
0,0.34,1,0,2,0.2,8,254
4,0.56,1,0,1,0.28,3,4
0,0.59,1,0,1,0.16,2,11
0,0.79,1,0,3,0.68,4,12
1,0.41,1,0,2,0.22,6,50
4,0.47,1,0,1,0.2,10,63
5,0.52,1,0,3,0.82,14,380
4,0.46,2,0,4,0.36,20,221
6,0.82,2,0,2,0.46,20,121
3,0.65,1,0,4,0.64,20,441
0,0.74,1,1,2,0.72,9,128
1,0.72,3,0,2,0.52,2,8
0,0.69,2,0,3,0.64,9,357
4,0.65,1,0,3,0.7,0,85
3,0.5,2,0,1,0.62,12,265
3,0.51,1,0,4,0.5,12,179
4,0.68,1,0,2,0.54,0,73
1,0.87,2,1,1,0.26,1,13
3,0.58,2,0,4,0.72,16,472
2,0.41,1,0,4,0.44,12,344
3,0.37,1,0,3,0.76,11,274
4,0.32,1,0,3,0.84,11,233
2,0.77,2,0,2,0.44,13,61
0,0.72,2,0,3,0.52,0,37
3,0.89,2,0,3,0.68,4,10
2,0.71,2,0,1,0.34,0,25
3,0.69,1,0,3,0.64,2,15
4,0.61,2,0,3,0.7,16,381
5,0.36,1,0,2,0.64,17,586
6,0.82,1,0,4,0.4,5,11
3,0.54,2,0,2,0.72,14,153
6,0.87,1,0,4,0.24,3,9
0,0.79,1,0,3,0.7,21,130
3,0.94,3,0,4,0.46,2,8
3,0.94,1,0,4,0.6,0,40
2,0.32,1,0,1,0.7,18,749
0,0.74,1,0,3,0.66,7,485
6,0.56,1,0,1,0.26,0,39
5,0.45,1,0,3,0.76,20,284
3,0.5,1,0,3,0.66,11,254
0,0.67,1,0,4,0.46,1,18
0,0.65,1,0,3,0.66,0,47
1,0.4,1,0,1,0.16,20,56
3,0.57,2,0,4,0.36,16,342
1,0.55,1,0,3,0.8,16,455
6,0.62,1,0,4,0.44,17,256
6,0.54,2,0,2,0.66,13,455
2,0.93,3,0,1,0.24,22,11
1,0.7,1,0,3,0.72,2,12
6,0.68,2,0,2,0.54,4,9
6,0.87,1,0,4,0.3,5,12
6,0.43,1,0,3,0.82,22,151
4,0.37,2,0,1,0.2,19,192
0,0.27,1,0,2,0.5,10,178
4,0.71,2,0,4,0.34,12,240
3,0.52,1,0,4,0.3,9,224
1,0.78,2,0,2,0.6,8,673
6,0.79,1,0,3,0.68,8,133
4,0.64,1,0,1,0.22,7,112
3,0.5,1,0,4,0.36,7,478
3,0.55,1,0,3,0.8,10,181
3,0.7,1,1,4,0.3,23,36
6,1.0,2,0,1,0.42,9,22
1,0.7,1,0,3,0.74,1,25
0,0.39,1,0,4,0.52,19,590
0,0.55,2,0,1,0.16,18,156
0,0.46,1,0,4,0.58,11,272
1,0.63,1,0,1,0.46,17,462
1,0.5,1,0,3,0.66,19,367
5,0.74,2,0,3,0.74,13,153
5,0.66,1,0,3,0.76,7,42
0,0.82,1,0,4,0.42,22,144
4,0.75,2,0,1,0.2,1,3
0,0.51,1,0,2,0.72,19,284
5,0.49,1,0,2,0.54,21,182
0,0.76,1,0,2,0.4,4,4
6,0.83,3,0,3,0.68,23,123
5,0.55,1,0,3,0.8,14,632
6,0.41,1,0,3,0.64,13,694
0,0.78,2,0,2,0.6,10,91
2,0.88,2,0,2,0.56,5,28
2,0.68,2,0,3,0.54,1,12
6,0.76,2,0,1,0.4,7,1
2,0.66,1,0,2,0.74,22,129
6,0.68,1,0,2,0.52,4,16
4,0.38,1,0,1,0.24,15,68
6,0.68,2,0,4,0.52,15,351
5,0.38,1,0,1,0.42,23,119
6,0.77,1,0,3,0.44,5,6
3,0.55,1,0,2,0.74,15,291
3,0.69,1,0,1,0.2,7,267
2,0.87,2,0,2,0.34,11,71
2,0.38,1,0,3,0.78,18,814
6,0.58,1,0,4,0.42,11,320
6,0.83,1,0,2,0.66,21,140
4,0.57,1,0,3,0.68,19,579
2,0.53,1,0,1,0.34,16,246
3,0.41,1,0,2,0.46,0,20
1,0.88,2,0,4,0.44,5,46
0,0.66,2,0,4,0.4,10,101
2,0.94,3,0,4,0.48,16,123
3,0.29,1,0,4,0.38,20,245
4,0.79,1,0,3,0.74,2,13
4,0.53,2,0,2,0.34,5,21
3,0.78,1,0,3,0.6,5,31
2,0.49,1,0,2,0.6,9,207
5,0.61,1,0,3,0.62,4,11
4,0.64,1,0,4,0.22,0,47
6,0.69,1,0,1,0.22,7,17
